tasks,method,journal,label,field,field2,rjournal,ryear,rdoi,jid,type,year,wos_doi,arxiv_id,lag
['General Classification'],[],journal of informetrics,2.0,"['Computer Science', 'Economics']",['Economics'],2019 ACM/IEEE Joint Conference on Digital Libraries (JCDL),2019.0,10.1109/jcdl.2019.00089,18.0,Article,2022.0,10.1016/j.joi.2022.101288,,3.0
"['Information Retrieval', 'Question Answering', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2017.0,10.1016/j.ipm.2019.05.009,10.0,Article,2022.0,10.1016/j.ipm.2021.102746,,5.0
"['Information Retrieval', 'Question Answering', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2017.0,10.1016/j.ipm.2019.05.009,10.0,Article,2021.0,10.1016/j.ipm.2021.102672,,4.0
"['Information Retrieval', 'Question Answering', 'Retrieval']",[],journal of information science,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2017.0,10.1016/j.ipm.2019.05.009,30.0,Article; Early Access,2022.0,10.1177/01655515221133529,,5.0
"['Information Retrieval', 'Question Answering', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2017.0,10.1016/j.ipm.2019.05.009,10.0,Article,2021.0,10.1016/j.ipm.2020.102473,,4.0
"['Information Retrieval', 'Question Answering', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2017.0,10.1016/j.ipm.2019.05.009,10.0,Article,2020.0,10.1016/j.ipm.2020.102269,,3.0
"['Information Retrieval', 'Question Answering', 'Retrieval']",[],scientometrics,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2017.0,10.1016/j.ipm.2019.05.009,32.0,Article,2020.0,10.1007/s11192-020-03601-7,,3.0
"['Information Retrieval', 'Question Answering', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2017.0,10.1016/j.ipm.2019.05.009,10.0,Article,2022.0,10.1016/j.ipm.2022.103026,,5.0
"['Information Retrieval', 'Retrieval']",[],electronic library,1.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ins.2019.04.019,56.0,Article,2020.0,10.1108/el-04-2020-0081,,1.0
"['Information Retrieval', 'Retrieval']",[],profesional de la informacion,1.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.ins.2019.04.019,44.0,Review,2020.0,10.3145/epi.2020.ene.01,,1.0
"['Recommendation Systems', 'Sequential Recommendation']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330984,10.0,Article,2022.0,10.1016/j.ipm.2022.102982,,3.0
[],[],ethics and information technology,0.0,['Computer Science'],['Computer Science'],"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",2019.0,10.1145/3351095.3372828,22.0,Article,2022.0,10.1007/s10676-022-09633-2,,3.0
[],[],information systems journal,0.0,['Computer Science'],['Computer Science'],"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",2019.0,10.1145/3351095.3372828,6.0,Article,2022.0,10.1111/isj.12386,,3.0
[],[],ethics and information technology,0.0,['Computer Science'],['Computer Science'],"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",2019.0,10.1145/3351095.3372828,22.0,Article,2021.0,10.1007/s10676-021-09615-w,,2.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",2019.0,10.1145/3351095.3372828,10.0,Article,2022.0,10.1016/j.ipm.2021.102707,,3.0
[],[],ethics and information technology,0.0,['Computer Science'],['Computer Science'],"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",2019.0,10.1145/3351095.3372828,22.0,Article,2021.0,10.1007/s10676-021-09599-7,,2.0
[],[],scientometrics,2.0,['Computer Science'],['Computer Science'],"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",2019.0,10.1145/3351095.3372828,32.0,Article,2021.0,10.1007/s11192-021-03911-4,,2.0
[],[],ethics and information technology,0.0,['Computer Science'],['Computer Science'],"Proceedings of the 2020 Conference on Fairness, Accountability, and Transparency",2019.0,10.1145/3351095.3372828,22.0,Editorial Material,2022.0,10.1007/s10676-022-09653-y,,3.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 13th International Conference on Web Search and Data Mining,2019.0,10.1145/3336191.3371834,10.0,Article,2022.0,10.1016/j.ipm.2022.102956,,3.0
['Camera Localization'],[],international journal of geographical information science,2.0,"['Computer Science', 'Engineering']",['Computer Science'],2019 IEEE Intelligent Transportation Systems Conference (ITSC),2019.0,10.1109/itsc.2019.8917470,27.0,Review,2022.0,10.1080/13658816.2022.2048835,,3.0
"['Benchmarking', 'Matrix Completion', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ACM Computing Surveys (CSUR),2018.0,10.1145/3190616,10.0,Article,2022.0,10.1016/j.ipm.2022.102982,,4.0
"['Benchmarking', 'Matrix Completion', 'Recommendation Systems']",[],information systems research,0.0,['Computer Science'],['Computer Science'],ACM Computing Surveys (CSUR),2018.0,10.1145/3190616,15.0,Article,2021.0,10.1287/isre.2020.0972,,3.0
"['Benchmarking', 'Matrix Completion', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ACM Computing Surveys (CSUR),2018.0,10.1145/3190616,10.0,Article,2021.0,10.1016/j.ipm.2021.102662,,3.0
"['Benchmarking', 'Matrix Completion', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ACM Computing Surveys (CSUR),2018.0,10.1145/3190616,10.0,Article,2021.0,10.1016/j.ipm.2021.102609,,3.0
['Management'],[],journal of information science,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.3390/su13116387,30.0,Article; Early Access,2022.0,10.1177/01655515221110987,,3.0
"['General Classification', 'Time Series Analysis', 'Time Series Classification']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Data Mining and Knowledge Discovery,2019.0,10.1007/s10618-020-00679-8,10.0,Article,2022.0,10.1016/j.ipm.2022.103044,,3.0
"['Question Answering', 'Visual Question Answering', 'Visual Question Answering (VQA)']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2019.0,10.1109/cvpr.2019.00644,10.0,Article,2022.0,10.1016/j.ipm.2022.103008,,3.0
"['Question Answering', 'Visual Question Answering', 'Visual Question Answering (VQA)']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2019.0,10.1109/cvpr.2019.00644,10.0,Article,2022.0,10.1016/j.ipm.2022.102984,,3.0
"['Question Answering', 'Visual Question Answering', 'Visual Question Answering (VQA)']",[],journal of the american medical informatics association,0.0,['Computer Science'],['Computer Science'],2019 IEEE/CVF Conference on Computer Vision and Pattern Recognition (CVPR),2019.0,10.1109/cvpr.2019.00644,21.0,Article,2021.0,10.1093/jamia/ocab109,,2.0
"['Document Summarization', 'Extractive Summarization', 'Sentiment Analysis']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2015.0,10.4018/ijirr.2015100104,10.0,Article,2020.0,10.1016/j.ipm.2019.102187,,5.0
"['Autonomous Driving', 'Self-Driving Cars']",['Discrete Cosine Transform'],information processing & management,2.0,"['Engineering', 'Computer Science']",['Computer Science'],2019 IEEE International Conference on Image Processing (ICIP),2019.0,10.1109/icip.2019.8803525,10.0,Article,2021.0,10.1016/j.ipm.2020.102459,,2.0
['regression'],['Linear Regression'],journal of the american medical informatics association,0.0,"['Mathematics', 'Computer Science', 'Medicine']",['Computer Science'],Proceedings of the National Academy of Sciences,2019.0,10.1073/pnas.1907378117,21.0,Article,2022.0,10.1093/jamia/ocac141,,3.0
['Text Summarization'],[],journal of the american medical informatics association,0.0,"['Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],Entropy,2019.0,10.3390/e21060617,21.0,Review,2021.0,10.1093/jamia/ocab143,,2.0
"['Graph Attention', 'Link Prediction', 'Network Embedding', 'Node Classification']",['GAT'],information processing & management,2.0,"['Computer Science', 'Physics']",['Computer Science'],,2019.0,10.1007/978-3-030-30493-5_53,10.0,Article,2022.0,10.1016/j.ipm.2022.102917,,3.0
"['Ethics', 'Fairness']",[],journal of librarianship and information science,1.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,47.0,Article; Early Access,2022.0,10.1177/09610006221142029,,3.0
"['Ethics', 'Fairness']",[],journal of the australian library and information association,1.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,69.0,Editorial Material,2022.0,10.1080/24750158.2022.2104814,,3.0
"['Ethics', 'Fairness']",[],journal of the australian library and information association,1.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,69.0,Article,2022.0,10.1080/24750158.2022.2084885,,3.0
"['Ethics', 'Fairness']",[],scientometrics,2.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,32.0,Article,2022.0,10.1007/s11192-022-04294-w,,3.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Article,2022.0,10.1007/s10676-022-09622-5,,3.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Article,2022.0,10.1007/s10676-022-09632-3,,3.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Article,2022.0,10.1007/s10676-022-09628-z,,3.0
"['Ethics', 'Fairness']",[],libri-international journal of libraries and information studies,1.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,73.0,Article,2021.0,10.1515/libri-2021-0095,,2.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Article,2021.0,10.1007/s10676-021-09619-6,,2.0
"['Ethics', 'Fairness']",[],international journal of information management,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,1.0,Review,2022.0,10.1016/j.ijinfomgt.2021.102433,,3.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Article,2021.0,10.1007/s10676-021-09616-9,,2.0
"['Ethics', 'Fairness']",[],journal of the american medical informatics association,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,21.0,Article,2021.0,10.1093/jamia/ocab127,,2.0
"['Ethics', 'Fairness']",[],journal of the american medical informatics association,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,21.0,Article,2021.0,10.1093/jamia/ocab065,,2.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Article,2021.0,10.1007/s10676-021-09593-z,,2.0
"['Ethics', 'Fairness']",[],telecommunications policy,2.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,34.0,Article,2021.0,10.1016/j.telpol.2021.102148,,2.0
"['Ethics', 'Fairness']",[],mis quarterly,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,7.0,Article,2021.0,10.25300/misq/2021/15434.1.6,,2.0
"['Ethics', 'Fairness']",[],information processing & management,2.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,10.0,Article,2021.0,10.1016/j.ipm.2021.102541,,2.0
"['Ethics', 'Fairness']",[],international journal of information management,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,1.0,Article,2021.0,10.1016/j.ijinfomgt.2020.102261,,2.0
"['Ethics', 'Fairness']",[],informacios tarsadalom,1.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,82.0,Article,2021.0,10.22503/inftars.xxi.2021.2.6,,2.0
"['Ethics', 'Fairness']",[],informacios tarsadalom,1.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,82.0,Article,2020.0,10.22503/inftars.xx.2020.4.5,,1.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Review,2022.0,10.1007/s10676-022-09634-1,,3.0
"['Ethics', 'Fairness']",[],ethics and information technology,0.0,,['Business'],Nature Machine Intelligence,2019.0,10.1038/s42256-019-0088-2,22.0,Editorial Material,2022.0,10.1007/s10676-022-09664-9,,3.0
"['Point Cloud Generation', 'Variational Inference']",['Normalizing Flows'],international journal of geographical information science,2.0,['Computer Science'],"['Computer Science', 'Environmental Science']",2019 IEEE/CVF International Conference on Computer Vision (ICCV),2019.0,10.1109/iccv.2019.00464,27.0,Review,2022.0,10.1080/13658816.2021.2004602,,3.0
"['Entity Disambiguation', 'Knowledge Graphs', 'Semantic Similarity', 'Semantic Textual Similarity']",[],journal of documentation,1.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1007/978-3-030-30793-6_13,51.0,Article,2022.0,10.1108/jd-02-2021-0039,,3.0
"['BIG-bench Machine Learning', 'Table Recognition']",[],journal of documentation,1.0,"['Computer Science', 'Mathematics']",['Computer Science'],2018 13th IAPR International Workshop on Document Analysis Systems (DAS),2018.0,10.1109/das.2018.44,51.0,Article,2019.0,10.1108/jd-07-2018-0114,,1.0
[],['Capsule Network'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval,2019.0,10.1145/3331184.3331216,10.0,Article,2022.0,10.1016/j.ipm.2021.102863,,3.0
[],[],journal of information science,2.0,"['Psychology', 'Computer Science', 'Mathematics']",['Sociology'],ArXiv,2019.0,10.1037/vio0000239,30.0,Article,2022.0,10.1177/0165551520932855,,3.0
[],[],information processing & management,2.0,"['Psychology', 'Computer Science', 'Mathematics']",['Sociology'],ArXiv,2019.0,10.1037/vio0000239,10.0,Article,2020.0,10.1016/j.ipm.2019.102167,,1.0
[],[],information research-an international electronic journal,1.0,"['Computer Science', 'Medicine', 'Sociology']",['Sociology'],Frontiers in Artificial Intelligence,2019.0,10.3389/frai.2020.00062,68.0,Article,2022.0,10.47989/irpaper917,,3.0
['Fairness'],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proc. VLDB Endow.,2019.0,10.14778/3372716.3372723,10.0,Article,2022.0,10.1016/j.ipm.2021.102707,,3.0
['Fairness'],[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proc. VLDB Endow.,2019.0,10.14778/3372716.3372723,10.0,Article,2021.0,10.1016/j.ipm.2021.102711,,2.0
"['Data Augmentation', 'Edge-computing', 'Federated Learning', 'General Classification']",[],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],2019 IEEE 37th International Conference on Computer Design (ICCD),2019.0,10.1109/iccd46524.2019.00038,10.0,Review,2022.0,10.1016/j.ipm.2022.103061,,3.0
"['Semantic Parsing', 'Word Embeddings']",[],telematics and informatics,0.0,['Computer Science'],['Computer Science'],,2019.0,10.1007/978-3-030-35699-6_26,11.0,Article,2021.0,10.1016/j.tele.2020.101525,,2.0
"['Image Classification', 'speech-recognition', 'Speech Recognition']",[],journal of organizational and end user computing,0.0,['Computer Science'],['Computer Science'],ArXiv,2016.0,10.1145/3003665.3003669,24.0,Article,2022.0,10.4018/joeuc.20220501.oa1,,6.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 34th ACM/SIGAPP Symposium on Applied Computing,2018.0,10.1145/3297280.3297360,10.0,Article,2021.0,10.1016/j.ipm.2020.102459,,3.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2019.0,10.1016/j.ipm.2019.102055,10.0,Article,2020.0,10.1016/j.ipm.2020.102301,,1.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],Inf. Process. Manag.,2019.0,10.1016/j.ipm.2019.102055,10.0,Article,2020.0,10.1016/j.ipm.2020.102233,,1.0
"['Fairness', 'speech-recognition', 'Speech Recognition']",[],ethics and information technology,0.0,['Computer Science'],['Computer Science'],ACM SIGACCESS Accessibility and Computing,2019.0,10.1145/3386296.3386298,22.0,Article,2022.0,10.1007/s10676-022-09633-2,,3.0
[],"['SPEED', 'Interpretability']",mis quarterly,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,2019.0,10.1007/978-3-030-86520-7_40,7.0,Article,2022.0,10.25300/misq/2022/16749,,3.0
"['Collaborative Filtering', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ACM Transactions on Information Systems (TOIS),2019.0,10.1145/3343117,10.0,Article,2022.0,10.1016/j.ipm.2022.102936,,3.0
"['Collaborative Filtering', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],ACM Transactions on Information Systems (TOIS),2019.0,10.1145/3343117,10.0,Article,2022.0,10.1016/j.ipm.2021.102863,,3.0
"['BIG-bench Machine Learning', 'Fairness']",[],journal of information technology,0.0,"['Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],IEEE Transactions on Visualization and Computer Graphics,2019.0,10.1109/tvcg.2019.2934619,12.0,Article,2021.0,10.1177/0268396220915917,,2.0
"['BIG-bench Machine Learning', 'Fairness']",[],government information quarterly,0.0,"['Computer Science', 'Mathematics', 'Medicine']",['Computer Science'],IEEE Transactions on Visualization and Computer Graphics,2019.0,10.1109/tvcg.2019.2934619,8.0,Article,2021.0,10.1016/j.giq.2021.101619,,2.0
['Fairness'],[],library & information science research,1.0,,[],Proceedings of the 27th ACM SIGSPATIAL International Conference on Advances in Geographic Information Systems,2019.0,10.1145/3347146.3359380,37.0,Article,2021.0,10.1016/j.lisr.2021.101089,,2.0
['Click-Through Rate Prediction'],['Wide&Deep'],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 1st International Workshop on Deep Learning Practice for High-Dimensional Sparse Data,2019.0,10.1145/3326937.3341258,10.0,Review,2022.0,10.1016/j.ipm.2021.102853,,3.0
['BIG-bench Machine Learning'],['Interpretability'],journal of enterprise information management,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],ArXiv,2019.0,10.1016/j.dss.2019.113100,14.0,Article,2021.0,10.1108/jeim-07-2020-0284,,2.0
[],['AutoEncoder'],information systems research,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330716,15.0,Review,2022.0,10.1287/isre.2021.1036,,3.0
"['Topic Models', 'Variational Inference', 'Word Embeddings']",['Skip-gram Word2Vec'],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Transactions of the Association for Computational Linguistics,2019.0,10.1162/tacl_a_00325,10.0,Article,2022.0,10.1016/j.ipm.2022.102921,,3.0
"['Topic Models', 'Variational Inference', 'Word Embeddings']",['Skip-gram Word2Vec'],scientometrics,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Transactions of the Association for Computational Linguistics,2019.0,10.1162/tacl_a_00325,32.0,Article,2022.0,10.1007/s11192-022-04312-x,,3.0
"['Topic Models', 'Variational Inference', 'Word Embeddings']",['Skip-gram Word2Vec'],information processing & management,2.0,"['Computer Science', 'Mathematics']",['Computer Science'],Transactions of the Association for Computational Linguistics,2019.0,10.1162/tacl_a_00325,10.0,Article,2022.0,10.1016/j.ipm.2021.102864,,3.0
['Community Detection'],[],information & management,0.0,"['Computer Science', 'Physics', 'Mathematics']",['Computer Science'],J. Complex Networks,2015.0,10.1093/comnet/cnw015,5.0,Article,2022.0,10.1016/j.im.2020.103342,,7.0
"['Image Segmentation', 'Semantic Segmentation']","['Average Pooling', 'Residual Connection', 'ReLU', '1x1 Convolution', 'Batch Normalization', 'Bottleneck Residual Block', 'Global Average Pooling', 'Residual Block', 'Kaiming Initialization', 'Max Pooling', 'Convolution', 'ResNet']",information processing & management,2.0,['Computer Science'],['Computer Science'],2019 IEEE/CVF International Conference on Computer Vision (ICCV),2019.0,10.1109/iccv.2019.00533,10.0,Article,2022.0,10.1016/j.ipm.2021.102840,,3.0
"['Informativeness', 'News Recommendation']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330665,10.0,Article,2022.0,10.1016/j.ipm.2021.102755,,3.0
"['Informativeness', 'News Recommendation']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 25th ACM SIGKDD International Conference on Knowledge Discovery & Data Mining,2019.0,10.1145/3292500.3330665,10.0,Article,2020.0,10.1016/j.ipm.2020.102363,,1.0
"['BIG-bench Machine Learning', 'reinforcement-learning', 'Reinforcement Learning (RL)']",[],scientometrics,2.0,"['Computer Science', 'Economics', 'Mathematics']",['Computer Science'],ArXiv,2019.0,10.1016/j.neucom.2020.02.052,32.0,Article,2020.0,10.1007/s11192-020-03575-6,,1.0
"['Question Selection', 'Retrieval']",[],journal of the association for information science and technology,2.0,['Computer Science'],['Computer Science'],Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval,2019.0,10.1145/3331184.3331265,39.0,Article,2022.0,10.1002/asi.24562,,3.0
"['Question Selection', 'Retrieval']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 42nd International ACM SIGIR Conference on Research and Development in Information Retrieval,2019.0,10.1145/3331184.3331265,10.0,Article,2022.0,10.1016/j.ipm.2022.103051,,3.0
"['Image Segmentation', 'object-detection', 'Object Detection', 'Semantic Segmentation']",[],library hi tech,1.0,['Computer Science'],['Computer Science'],ACM Computing Surveys (CSUR),2019.0,10.1145/3329784,42.0,Article; Early Access,2022.0,10.1108/lht-10-2021-0355,,3.0
"['Image Segmentation', 'object-detection', 'Object Detection', 'Semantic Segmentation']",[],library hi tech,1.0,['Computer Science'],['Computer Science'],ACM Computing Surveys (CSUR),2019.0,10.1145/3329784,42.0,Article; Early Access,2022.0,10.1108/lht-09-2021-0333,,3.0
"['Image Segmentation', 'Lesion Segmentation', 'Medical Image Segmentation', 'Semantic Segmentation']",['Spatial Pyramid Pooling'],information processing & management,2.0,"['Computer Science', 'Engineering']",['Computer Science'],,2019.0,10.1007/978-3-030-32248-9_30,10.0,Article,2020.0,10.1016/j.ipm.2020.102352,,1.0
"['Image Segmentation', 'Lesion Segmentation', 'Semantic Segmentation']","['Depthwise Convolution', 'Pointwise Convolution', 'Depthwise Separable Convolution', 'Convolution']",information processing & management,2.0,"['Computer Science', 'Engineering']",['Computer Science'],,2019.0,10.1007/978-3-030-32248-9_28,10.0,Article,2020.0,10.1016/j.ipm.2020.102352,,1.0
"['BIG-bench Machine Learning', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 13th ACM Conference on Recommender Systems,2019.0,10.1145/3298689.3347058,10.0,Article,2022.0,10.1016/j.ipm.2021.102858,,3.0
"['BIG-bench Machine Learning', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 13th ACM Conference on Recommender Systems,2019.0,10.1145/3298689.3347058,10.0,Article,2021.0,10.1016/j.ipm.2021.102721,,2.0
"['BIG-bench Machine Learning', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 13th ACM Conference on Recommender Systems,2019.0,10.1145/3298689.3347058,10.0,Article,2021.0,10.1016/j.ipm.2020.102481,,2.0
"['BIG-bench Machine Learning', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 13th ACM Conference on Recommender Systems,2019.0,10.1145/3298689.3347058,10.0,Article,2020.0,10.1016/j.ipm.2020.102263,,1.0
"['Collaborative Filtering', 'Recommendation Systems']",[],international journal of geographical information science,2.0,['Computer Science'],['Computer Science'],Proceedings of the 13th ACM Conference on Recommender Systems,2019.0,10.1145/3298689.3347011,27.0,Article,2022.0,10.1080/13658816.2021.2005795,,3.0
"['Collaborative Filtering', 'Recommendation Systems']",[],information processing & management,2.0,['Computer Science'],['Computer Science'],Proceedings of the 13th ACM Conference on Recommender Systems,2019.0,10.1145/3298689.3347011,10.0,Article,2021.0,10.1016/j.ipm.2021.102566,,2.0
['Translation'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.is.2019.07.003,10.0,Article,2022.0,10.1016/j.ipm.2021.102767,,3.0
['Translation'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.is.2019.07.003,10.0,Article,2020.0,10.1016/j.ipm.2020.102318,,1.0
['Translation'],[],information processing & management,2.0,['Computer Science'],['Computer Science'],ArXiv,2019.0,10.1016/j.is.2019.07.003,10.0,Article,2020.0,10.1016/j.ipm.2020.102239,,1.0
['Clickbait Detection'],[],journal of information science,2.0,['Computer Science'],['Computer Science'],Knowl. Based Syst.,2019.0,10.1016/j.knosys.2019.07.022,30.0,Article; Early Access,2022.0,10.1177/01655515221074325,,3.0
['Clickbait Detection'],[],journal of management information systems,0.0,['Computer Science'],['Computer Science'],Knowl. Based Syst.,2019.0,10.1016/j.knosys.2019.07.022,4.0,Article,2021.0,10.1080/07421222.2021.1990608,,2.0
['Explainable artificial intelligence'],['Interpretability'],information processing & management,2.0,"['Computer Science', 'Medicine']",['Computer Science'],IEEE Transactions on Neural Networks and Learning Systems,2019.0,10.1109/tnnls.2020.3027314,10.0,Article,2022.0,10.1016/j.ipm.2021.102855,,3.0
[],[],journal of the american medical informatics association,0.0,"['Medicine', 'Engineering', 'Computer Science']",['Medicine'],The Lancet. Oncology,2019.0,10.1016/s1470-2045(19)30739-9,21.0,Article,2021.0,10.1093/jamia/ocaa341,,2.0
['BIG-bench Machine Learning'],[],information systems research,0.0,"['Computer Science', 'Mathematics', 'Materials Science', 'Business']",['Business'],ArXiv,2019.0,10.1108/rpj-01-2019-0018,15.0,Article,2022.0,10.1287/isre.2021.1028,,3.0
[],[],information processing & management,2.0,['Computer Science'],['Computer Science'],The World Wide Web Conference,2019.0,10.1145/3308558.3314119,10.0,Article,2021.0,10.1016/j.ipm.2021.102653,,2.0
"['BIG-bench Machine Learning', 'Length-of-Stay prediction', 'Outlier Detection', 'Time Series Analysis']",[],journal of the american medical informatics association,0.0,"['Computer Science', 'Mathematics']",['Computer Science'],"Proceedings of the ACM Conference on Health, Inference, and Learning",2019.0,10.1145/3368555.3384469,21.0,Article,2021.0,10.1093/jamia/ocab101,,2.0
"['Implicit Relations', 'Information Retrieval', 'Link Prediction', 'Retrieval']","['Sigmoid Activation', 'Tanh Activation', 'LSTM']",information processing & management,2.0,['Computer Science'],['Computer Science'],J. Informetrics,2019.0,10.1016/j.joi.2020.101057,10.0,Article,2022.0,10.1016/j.ipm.2022.102980,,3.0
"['Activity Recognition', 'Federated Learning', 'Transfer Learning']",[],electronic library,1.0,['Computer Science'],"['Computer Science', 'Medicine']",IEEE Intelligent Systems,2019.0,10.1109/mis.2020.2988604,56.0,Article,2022.0,10.1108/el-06-2022-0141,,3.0
